model,method,run,TP,FP,TN,FN,n_states,n_attractors,n_min_trap,update_scheme
n010_012.bnet,random_mc,17,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,18,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,19,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,20,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,21,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,22,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,23,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,24,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,25,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,26,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,27,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,28,1,0,1023,0,1024,1,1,asynchronous
n010_012.bnet,random_mc,29,1,0,1023,0,1024,1,1,asynchronous
n010_013.bnet,sd_mc,,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,null_mc,,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,ref,,3,13,0,0,16,3,3,asynchronous
n010_013.bnet,random_mc,0,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,1,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,2,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,3,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,4,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,5,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,6,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,7,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,8,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,9,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,10,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,11,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,12,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,13,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,14,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,15,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,16,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,17,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,18,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,19,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,20,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,21,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,22,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,23,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,24,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,25,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,26,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,27,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,28,3,0,13,0,16,3,3,asynchronous
n010_013.bnet,random_mc,29,3,0,13,0,16,3,3,asynchronous
n010_014.bnet,sd_mc,,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,null_mc,,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,ref,,4,4,0,0,8,1,1,asynchronous
n010_014.bnet,random_mc,0,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,1,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,2,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,3,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,4,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,5,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,6,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,7,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,8,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,9,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,10,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,11,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,12,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,13,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,14,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,15,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,16,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,17,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,18,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,19,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,20,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,21,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,22,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,23,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,24,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,25,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,26,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,27,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,28,4,0,4,0,8,1,1,asynchronous
n010_014.bnet,random_mc,29,4,0,4,0,8,1,1,asynchronous
n010_015.bnet,sd_mc,,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,null_mc,,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,ref,,10,1014,0,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,0,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,1,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,2,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,3,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,4,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,5,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,6,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,7,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,8,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,9,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,10,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,11,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,12,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,13,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,14,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,15,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,16,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,17,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,18,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,19,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,20,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,21,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,22,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,23,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,24,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,25,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,26,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,27,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,28,10,0,1014,0,1024,6,6,asynchronous
n010_015.bnet,random_mc,29,10,0,1014,0,1024,6,6,asynchronous
n010_016.bnet,sd_mc,,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,null_mc,,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,ref,,3,509,0,0,512,3,3,asynchronous
n010_016.bnet,random_mc,0,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,1,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,2,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,3,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,4,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,5,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,6,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,7,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,8,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,9,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,10,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,11,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,12,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,13,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,14,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,15,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,16,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,17,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,18,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,19,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,20,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,21,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,22,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,23,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,24,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,25,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,26,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,27,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,28,3,0,509,0,512,3,3,asynchronous
n010_016.bnet,random_mc,29,3,0,509,0,512,3,3,asynchronous
n010_018.bnet,sd_mc,,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,null_mc,,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,ref,,4,124,0,0,128,2,2,asynchronous
n010_018.bnet,random_mc,0,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,1,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,2,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,3,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,4,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,5,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,6,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,7,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,8,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,9,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,10,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,11,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,12,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,13,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,14,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,15,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,16,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,17,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,18,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,19,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,20,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,21,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,22,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,23,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,24,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,25,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,26,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,27,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,28,4,0,124,0,128,2,2,asynchronous
n010_018.bnet,random_mc,29,4,0,124,0,128,2,2,asynchronous
n010_019.bnet,sd_mc,,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,null_mc,,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,ref,,1,127,0,0,128,1,1,asynchronous
n010_019.bnet,random_mc,0,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,1,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,2,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,3,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,4,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,5,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,6,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,7,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,8,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,9,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,10,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,11,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,12,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,13,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,14,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,15,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,16,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,17,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,18,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,19,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,20,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,21,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,22,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,23,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,24,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,25,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,26,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,27,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,28,1,0,127,0,128,1,1,asynchronous
n010_019.bnet,random_mc,29,1,0,127,0,128,1,1,asynchronous
n010_020.bnet,sd_mc,,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,null_mc,,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,ref,,2,1022,0,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,0,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,1,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,2,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,3,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,4,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,5,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,6,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,7,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,8,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,9,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,10,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,11,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,12,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,13,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,14,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,15,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,16,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,17,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,18,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,19,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,20,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,21,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,22,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,23,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,24,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,25,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,26,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,27,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,28,2,0,1022,0,1024,1,1,asynchronous
n010_020.bnet,random_mc,29,2,0,1022,0,1024,1,1,asynchronous
n010_021.bnet,sd_mc,,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,null_mc,,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,ref,,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,0,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,1,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,2,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,3,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,4,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,5,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,6,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,7,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,8,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,9,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,10,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,11,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,12,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,13,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,14,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,15,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,16,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,17,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,18,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,19,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,20,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,21,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,22,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,23,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,24,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,25,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,26,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,27,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,28,2,0,0,0,2,1,1,asynchronous
n010_021.bnet,random_mc,29,2,0,0,0,2,1,1,asynchronous
n010_022.bnet,sd_mc,,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,null_mc,,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,ref,,1,511,0,0,512,1,1,asynchronous
n010_022.bnet,random_mc,0,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,1,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,2,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,3,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,4,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,5,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,6,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,7,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,8,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,9,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,10,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,11,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,12,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,13,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,14,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,15,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,16,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,17,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,18,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,19,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,20,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,21,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,22,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,23,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,24,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,25,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,26,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,27,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,28,1,0,511,0,512,1,1,asynchronous
n010_022.bnet,random_mc,29,1,0,511,0,512,1,1,asynchronous
n010_023.bnet,sd_mc,,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,null_mc,,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,ref,,2,510,0,0,512,2,2,asynchronous
n010_023.bnet,random_mc,0,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,1,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,2,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,3,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,4,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,5,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,6,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,7,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,8,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,9,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,10,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,11,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,12,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,13,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,14,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,15,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,16,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,17,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,18,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,19,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,20,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,21,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,22,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,23,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,24,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,25,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,26,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,27,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,28,2,0,510,0,512,2,2,asynchronous
n010_023.bnet,random_mc,29,2,0,510,0,512,2,2,asynchronous
n010_024.bnet,sd_mc,,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,null_mc,,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,ref,,7,505,0,0,512,4,4,asynchronous
n010_024.bnet,random_mc,0,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,1,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,2,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,3,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,4,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,5,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,6,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,7,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,8,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,9,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,10,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,11,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,12,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,13,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,14,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,15,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,16,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,17,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,18,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,19,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,20,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,21,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,22,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,23,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,24,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,25,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,26,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,27,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,28,7,0,505,0,512,4,4,asynchronous
n010_024.bnet,random_mc,29,7,0,505,0,512,4,4,asynchronous
n010_025.bnet,sd_mc,,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,null_mc,,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,ref,,1,255,0,0,256,1,1,asynchronous
n010_025.bnet,random_mc,0,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,random_mc,1,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,random_mc,2,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,random_mc,3,1,0,255,0,256,1,1,asynchronous
n010_025.bnet,random_mc,4,1,0,255,0,256,1,1,asynchronous
