model,method,run,TP,FP,TN,FN,n_states,n_attractors,n_min_trap,update_scheme
n010_069.bnet,random_mc,29,2,0,30,0,32,2,2,asynchronous
n010_070.bnet,sd_mc,,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,null_mc,,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,ref,,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,0,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,1,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,2,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,3,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,4,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,5,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,6,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,7,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,8,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,9,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,10,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,11,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,12,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,13,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,14,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,15,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,16,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,17,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,18,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,19,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,20,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,21,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,22,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,23,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,24,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,25,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,26,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,27,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,28,2,0,0,0,2,2,2,asynchronous
n010_070.bnet,random_mc,29,2,0,0,0,2,2,2,asynchronous
n010_071.bnet,sd_mc,,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,null_mc,,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,ref,,2,30,0,0,32,2,2,asynchronous
n010_071.bnet,random_mc,0,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,1,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,2,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,3,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,4,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,5,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,6,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,7,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,8,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,9,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,10,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,11,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,12,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,13,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,14,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,15,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,16,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,17,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,18,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,19,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,20,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,21,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,22,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,23,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,24,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,25,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,26,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,27,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,28,2,0,30,0,32,2,2,asynchronous
n010_071.bnet,random_mc,29,2,0,30,0,32,2,2,asynchronous
n010_073.bnet,sd_mc,,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,null_mc,,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,ref,,1,255,0,0,256,1,1,asynchronous
n010_073.bnet,random_mc,0,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,1,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,2,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,3,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,4,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,5,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,6,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,7,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,8,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,9,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,10,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,11,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,12,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,13,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,14,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,15,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,16,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,17,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,18,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,19,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,20,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,21,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,22,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,23,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,24,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,25,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,26,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,27,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,28,1,0,255,0,256,1,1,asynchronous
n010_073.bnet,random_mc,29,1,0,255,0,256,1,1,asynchronous
n010_074.bnet,sd_mc,,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,null_mc,,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,ref,,25,999,0,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,0,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,1,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,2,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,3,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,4,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,5,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,6,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,7,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,8,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,9,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,10,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,11,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,12,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,13,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,14,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,15,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,16,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,17,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,18,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,19,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,20,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,21,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,22,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,23,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,24,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,25,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,26,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,27,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,28,25,0,999,0,1024,3,3,asynchronous
n010_074.bnet,random_mc,29,25,0,999,0,1024,3,3,asynchronous
n010_075.bnet,sd_mc,,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,null_mc,,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,ref,,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,0,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,1,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,2,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,3,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,4,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,5,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,6,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,7,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,8,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,9,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,10,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,11,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,12,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,13,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,14,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,15,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,16,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,17,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,18,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,19,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,20,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,21,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,22,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,23,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,24,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,25,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,26,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,27,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,28,24,8,0,0,32,1,1,asynchronous
n010_075.bnet,random_mc,29,24,8,0,0,32,1,1,asynchronous
n010_076.bnet,sd_mc,,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,null_mc,,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,ref,,3,13,0,0,16,3,3,asynchronous
n010_076.bnet,random_mc,0,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,1,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,2,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,3,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,4,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,5,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,6,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,7,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,8,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,9,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,10,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,11,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,12,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,13,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,14,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,15,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,16,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,17,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,18,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,19,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,20,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,21,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,22,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,23,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,24,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,25,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,26,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,27,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,28,3,0,13,0,16,3,3,asynchronous
n010_076.bnet,random_mc,29,3,0,13,0,16,3,3,asynchronous
n010_077.bnet,sd_mc,,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,null_mc,,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,ref,,2,254,0,0,256,2,2,asynchronous
n010_077.bnet,random_mc,0,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,1,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,2,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,3,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,4,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,5,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,6,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,7,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,8,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,9,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,10,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,11,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,12,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,13,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,14,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,15,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,16,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,17,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,18,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,19,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,20,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,21,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,22,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,23,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,24,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,25,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,26,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,27,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,28,2,0,254,0,256,2,2,asynchronous
n010_077.bnet,random_mc,29,2,0,254,0,256,2,2,asynchronous
n010_078.bnet,sd_mc,,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,null_mc,,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,ref,,4,508,0,0,512,1,1,asynchronous
n010_078.bnet,random_mc,0,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,1,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,2,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,3,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,4,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,5,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,6,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,7,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,8,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,9,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,10,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,11,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,12,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,13,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,14,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,15,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,16,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,17,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,18,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,19,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,20,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,21,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,22,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,23,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,24,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,25,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,26,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,27,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,28,4,0,508,0,512,1,1,asynchronous
n010_078.bnet,random_mc,29,4,0,508,0,512,1,1,asynchronous
n010_079.bnet,sd_mc,,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,null_mc,,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,ref,,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,0,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,1,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,2,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,3,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,4,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,5,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,6,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,7,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,8,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,9,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,10,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,11,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,12,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,13,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,14,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,15,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,16,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,17,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,18,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,19,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,20,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,21,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,22,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,23,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,24,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,25,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,26,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,27,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,28,8,0,0,0,8,1,1,asynchronous
n010_079.bnet,random_mc,29,8,0,0,0,8,1,1,asynchronous
n010_080.bnet,sd_mc,,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,null_mc,,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,ref,,10,502,0,0,512,3,3,asynchronous
n010_080.bnet,random_mc,0,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,1,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,2,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,3,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,4,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,5,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,6,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,7,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,8,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,9,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,10,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,11,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,12,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,13,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,14,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,15,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,16,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,17,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,18,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,19,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,20,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,21,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,22,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,23,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,24,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,25,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,26,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,27,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,28,10,0,502,0,512,3,3,asynchronous
n010_080.bnet,random_mc,29,10,0,502,0,512,3,3,asynchronous
n010_082.bnet,sd_mc,,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,null_mc,,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,ref,,28,996,0,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,0,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,1,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,2,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,3,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,4,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,5,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,6,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,7,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,8,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,9,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,10,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,11,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,12,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,13,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,14,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,15,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,16,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,17,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,18,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,19,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,20,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,21,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,22,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,23,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,24,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,25,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,26,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,27,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,28,28,4,992,0,1024,1,1,asynchronous
n010_082.bnet,random_mc,29,28,4,992,0,1024,1,1,asynchronous
n010_083.bnet,sd_mc,,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,null_mc,,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,ref,,3,61,0,0,64,3,3,asynchronous
n010_083.bnet,random_mc,0,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,1,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,2,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,3,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,4,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,5,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,6,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,7,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,8,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,9,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,10,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,11,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,12,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,13,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,14,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,15,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,16,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,17,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,18,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,19,3,0,61,0,64,3,3,asynchronous
